ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Enrollment_Year,Enrollment_Month,Age,Customer_Age,Customer_Tenure,Total_Children,Family_Size,Total_Spending,Total_Purchases,Total_Campaign_Acceptance,Avg_Spending_Per_Purchase,Digital_Engagement,Deal_Dependency,Preferred_Shopping_Channel,Product_Preference,Customer_Activity_Level
1994,1983,Graduation,Married,51381.5,1,0,2013-11-15,11,5.0,5.0,6.0,0.0,2.0,1.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2013,11,41,31,227,1,3,19.0,4,0,4.75,8,0.25,Store,Meat,Low
387,1976,Undergraduate,Married,7500.0,0,0,2012-11-13,59,6.0,16.0,11.0,11.0,1.0,16.0,1,2,0,3,8,0,0,0,0,0,0,3,11,0,2012,11,48,38,594,0,2,61.0,6,0,10.166666666666666,10,0.16666666666666666,Store,Fruits,Low
2125,1959,Graduation,Divorced,63033.0,0,0,2013-11-15,82,194.0,61.0,480.0,120.5,81.0,30.0,1,3,4,8,2,0,0,0,0,0,0,3,11,0,2013,11,65,55,227,0,1,966.5,16,0,60.40625,5,0.0625,Store,Meat,Medium
8180,1952,Master,Divorced,59354.0,1,1,2013-11-15,53,233.0,2.0,53.0,3.0,5.0,14.0,3,6,1,5,6,0,0,0,0,0,0,3,11,0,2013,11,72,62,227,2,3,310.0,15,0,20.666666666666668,12,0.2,Web,Wines,Medium
2569,1987,Graduation,Married,17323.0,0,0,2012-10-10,38,3.0,14.0,17.0,6.0,1.0,5.0,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2012,10,37,27,628,0,2,46.0,5,0,9.2,9,0.2,Store,Meat,Low
2114,1946,Phd,Single,82800.0,0,0,2012-11-24,23,1006.0,22.0,115.0,59.0,68.0,45.0,1,7,6,12,3,0,0,1,1,0,0,3,11,1,2012,11,78,68,583,0,1,1315.0,26,3,50.57692307692308,10,0.038461538461538464,Store,Wines,High
9736,1980,Graduation,Married,41850.0,1,1,2012-12-24,51,53.0,5.0,19.0,2.0,13.0,4.0,3,3,0,3,8,0,0,0,0,0,0,3,11,0,2012,12,44,34,553,2,4,96.0,9,0,10.666666666666666,11,0.3333333333333333,Web,Wines,Low
4939,1946,Graduation,Married,37760.0,0,0,2012-08-31,20,84.0,5.0,38.0,120.5,12.0,28.0,2,4,1,6,7,0,0,0,0,0,0,3,11,0,2012,8,78,68,668,0,2,287.5,13,0,22.115384615384617,11,0.15384615384615385,Store,Fish,Medium
6565,1949,Master,Married,76995.0,0,1,2013-03-28,91,1012.0,80.0,498.0,0.0,16.0,126.5,2,11,4,9,5,0,0,0,1,0,0,3,11,0,2013,3,75,65,459,1,3,1732.5,26,1,66.63461538461539,16,0.07692307692307693,Web,Wines,High
2278,1985,2N Cycle,Single,33812.0,1,0,2012-11-03,86,4.0,17.0,19.0,30.0,24.0,39.0,2,2,1,3,6,0,0,0,0,0,0,3,11,0,2012,11,39,29,604,1,2,133.0,8,0,16.625,8,0.25,Store,Gold,Low
9360,1982,Graduation,Married,37040.0,0,0,2012-08-08,41,86.0,2.0,73.0,69.0,38.0,48.0,1,4,2,5,8,0,0,0,0,0,0,3,11,0,2012,8,42,32,691,0,2,316.0,12,0,26.333333333333332,12,0.08333333333333333,Store,Wines,Medium
5376,1979,Graduation,Married,2447.0,1,0,2013-01-06,42,1.0,1.0,556.0,1.0,1.0,1.0,15,0,28,0,1,0,0,0,0,0,0,3,11,0,2013,1,45,35,540,1,3,561.0,43,0,13.046511627906977,1,0.3488372093023256,Catalog,Meat,High
1993,1949,Phd,Married,58607.0,0,1,2012-12-23,63,867.0,0.0,86.0,0.0,0.0,19.0,3,2,3,9,8,0,1,0,0,0,0,3,11,0,2012,12,75,65,554,1,3,972.0,17,1,57.1764705882353,10,0.17647058823529413,Store,Wines,Medium
4047,1954,Phd,Married,65324.0,0,1,2014-01-11,0,384.0,0.0,102.0,21.0,32.0,5.0,3,6,2,9,4,0,0,0,0,0,0,3,11,0,2014,1,70,60,170,1,3,544.0,20,0,27.2,10,0.15,Store,Wines,High
1409,1951,Graduation,Married,40689.0,0,1,2013-03-18,69,270.0,3.0,27.0,39.0,6.0,99.0,7,7,1,5,8,0,0,0,0,0,0,3,11,0,2013,3,73,63,469,1,3,444.0,20,0,22.2,15,0.35,Web,Wines,High
7892,1969,Graduation,Single,18589.0,0,0,2013-01-02,89,6.0,4.0,25.0,15.0,12.0,13.0,2,2,1,3,7,0,0,0,0,0,0,3,11,0,2013,1,55,45,544,0,1,75.0,8,0,9.375,9,0.25,Store,Meat,Low
2404,1976,Graduation,Married,53359.0,1,1,2013-05-27,4,173.0,4.0,30.0,3.0,6.0,41.0,4,5,1,4,7,0,0,0,0,0,0,3,11,0,2013,5,48,38,399,2,4,257.0,14,0,18.357142857142858,12,0.2857142857142857,Web,Wines,Medium
5255,1986,Graduation,Single,51381.5,1,0,2013-02-20,19,5.0,1.0,3.0,3.0,81.0,126.5,0,27,0,0,1,0,0,0,0,0,0,3,11,0,2013,2,38,28,495,1,2,219.5,27,0,8.12962962962963,28,0.0,Web,Gold,High
9422,1989,Graduation,Married,38360.0,1,0,2013-05-31,26,36.0,2.0,42.0,20.0,21.0,10.0,2,2,1,4,3,0,0,0,0,0,0,3,11,0,2013,5,35,25,395,1,3,131.0,9,0,14.555555555555555,5,0.2222222222222222,Store,Meat,Low
1966,1965,Phd,Married,84618.0,0,0,2013-11-22,96,684.0,81.0,556.0,21.0,66.0,0.0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,2013,11,59,49,220,0,2,1408.0,26,1,54.15384615384615,8,0.038461538461538464,Store,Wines,High
6864,1989,Master,Divorced,10979.0,0,0,2014-05-22,34,8.0,4.0,10.0,2.0,2.0,4.0,2,3,0,3,5,0,0,0,0,0,0,3,11,0,2014,5,35,25,39,0,1,30.0,8,0,3.75,8,0.25,Web,Meat,Low
3033,1963,Master,Married,38620.0,0,0,2013-05-11,56,112.0,17.0,44.0,34.0,22.0,89.0,1,2,5,3,3,0,0,0,0,0,0,3,11,0,2013,5,61,51,415,0,2,318.0,11,0,28.90909090909091,5,0.09090909090909091,Catalog,Wines,Medium
5710,1970,Graduation,Married,40548.0,0,1,2012-10-10,31,110.0,0.0,5.0,2.0,0.0,3.0,2,2,1,4,5,0,1,0,0,0,0,3,11,0,2012,10,54,44,628,1,3,120.0,9,1,13.333333333333334,7,0.2222222222222222,Store,Wines,Low
7373,1952,Phd,Divorced,46610.0,0,2,2012-10-29,8,96.0,12.0,96.0,33.0,22.0,43.0,6,4,1,6,6,0,0,0,0,0,0,3,11,1,2012,10,72,62,609,2,3,302.0,17,1,17.764705882352942,10,0.35294117647058826,Store,Wines,Medium
8755,1946,Master,Married,68657.0,0,0,2013-02-20,4,482.0,34.0,471.0,119.0,68.0,22.0,1,3,5,9,7,0,0,0,0,0,0,3,11,0,2013,2,78,68,495,0,2,1196.0,18,0,66.44444444444444,10,0.05555555555555555,Store,Wines,Medium
10738,1951,Master,Single,49389.0,1,1,2013-08-29,55,40.0,0.0,19.0,2.0,1.0,3.0,1,2,0,3,7,0,0,0,0,0,0,3,11,0,2013,8,73,63,305,2,3,65.0,6,0,10.833333333333334,9,0.16666666666666666,Store,Wines,Low
4339,1970,Phd,Married,67353.0,0,1,2013-12-31,37,702.0,17.0,151.0,0.0,8.0,35.0,5,5,6,12,2,0,0,0,0,0,0,3,11,0,2013,12,54,44,181,1,3,913.0,28,0,32.607142857142854,7,0.17857142857142858,Store,Wines,High
10755,1976,2N Cycle,Married,23718.0,1,0,2013-09-02,76,6.0,3.0,14.0,15.0,7.0,36.0,3,3,1,2,7,0,0,0,0,0,0,3,11,0,2013,9,48,38,301,1,3,81.0,9,0,9.0,10,0.3333333333333333,Web,Gold,Low
8595,1973,Graduation,Widow,42429.0,0,1,2014-02-11,99,55.0,0.0,6.0,2.0,0.0,4.0,2,1,1,3,5,0,0,0,0,0,0,3,11,0,2014,2,51,41,139,1,2,67.0,7,0,9.571428571428571,6,0.2857142857142857,Store,Wines,Low
2968,1943,Phd,Divorced,48948.0,0,0,2013-02-01,53,437.0,8.0,206.0,120.5,49.0,42.0,2,7,10,5,6,1,0,0,0,0,0,3,11,1,2013,2,81,71,514,0,1,862.5,24,2,35.9375,13,0.08333333333333333,Catalog,Wines,High
8601,1980,Graduation,Married,80011.0,0,1,2013-04-29,3,421.0,76.0,536.0,82.0,81.0,102.0,2,8,6,5,4,0,0,0,0,0,0,3,11,0,2013,4,44,34,427,1,3,1298.0,21,0,61.80952380952381,12,0.09523809523809523,Web,Meat,High
503,1985,Master,Married,20559.0,1,0,2013-03-12,88,13.0,1.0,29.0,3.0,0.0,7.0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,2013,3,39,29,475,1,3,53.0,7,0,7.571428571428571,10,0.2857142857142857,Store,Meat,Low
8430,1957,Graduation,Married,21994.0,0,1,2012-12-24,4,9.0,0.0,6.0,3.0,1.0,3.0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,2012,12,67,57,553,1,3,22.0,4,0,5.5,5,0.25,Store,Wines,Low
7281,1959,Phd,Single,51381.5,0,0,2013-11-05,80,81.0,11.0,50.0,3.0,2.0,39.0,1,1,3,4,2,0,0,0,0,0,0,3,11,0,2013,11,65,55,237,0,1,186.0,9,0,20.666666666666668,3,0.1111111111111111,Store,Wines,Low
2139,1975,Master,Married,7500.0,1,0,2013-10-02,19,3.0,1.0,10.0,3.0,2.0,12.0,3,2,0,3,5,0,0,0,0,0,0,3,11,0,2013,10,49,39,271,1,3,31.0,8,0,3.875,7,0.375,Store,Gold,Low
1371,1976,Graduation,Single,79941.0,0,0,2014-06-28,72,123.0,81.0,266.0,120.5,30.0,126.5,1,2,4,9,1,0,0,0,0,0,0,3,11,0,2014,6,48,38,2,0,1,747.0,16,0,46.6875,3,0.0625,Store,Meat,Medium
9909,1996,2N Cycle,Married,7500.0,0,0,2012-11-09,24,3.0,18.0,14.0,15.0,22.0,50.0,3,3,1,3,9,0,0,0,0,0,0,3,11,1,2012,11,28,18,598,0,2,122.0,10,1,12.2,12,0.3,Web,Gold,Medium
7286,1968,Graduation,Married,41728.0,1,0,2013-05-24,92,13.0,6.0,15.0,3.0,5.0,13.0,1,2,0,2,10,0,0,0,0,0,0,3,11,0,2013,5,56,46,402,1,3,55.0,5,0,11.0,12,0.2,Web,Meat,Low
7244,1951,Graduation,Single,51381.5,2,1,2014-01-01,96,48.0,5.0,48.0,6.0,10.0,7.0,3,2,1,4,6,0,0,0,0,0,0,3,11,0,2014,1,73,63,180,3,4,124.0,10,0,12.4,8,0.3,Store,Wines,Medium
6566,1954,Phd,Married,72550.0,1,1,2012-11-08,39,826.0,50.0,317.0,50.0,38.0,38.0,9,5,2,12,8,0,0,0,0,0,0,3,11,0,2012,11,70,60,599,2,4,1319.0,28,0,47.107142857142854,13,0.32142857142857145,Store,Wines,High
8614,1957,Graduation,Widow,65486.0,0,1,2014-05-12,29,245.0,19.0,125.0,37.0,67.0,14.0,1,4,2,10,2,0,0,0,0,0,0,3,11,0,2014,5,67,57,49,1,2,507.0,17,0,29.823529411764707,6,0.058823529411764705,Store,Wines,Medium
4114,1964,Master,Married,79143.0,0,0,2012-08-11,2,650.0,37.0,556.0,27.0,81.0,32.0,1,6,9,13,3,0,0,0,0,0,0,3,11,0,2012,8,60,50,688,0,2,1383.0,29,0,47.689655172413794,9,0.034482758620689655,Store,Wines,High
1331,1977,Graduation,Single,35790.0,1,0,2013-01-02,54,12.0,6.0,20.0,30.0,1.0,3.0,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2013,1,47,37,544,1,2,72.0,7,0,10.285714285714286,9,0.2857142857142857,Store,Fish,Low
2225,1977,Graduation,Divorced,82582.0,0,0,2014-06-07,54,510.0,81.0,550.0,120.5,40.0,126.5,1,4,9,7,1,1,0,0,1,0,0,3,11,1,2014,6,47,37,23,0,1,1428.0,21,3,68.0,5,0.047619047619047616,Catalog,Meat,High
9381,1978,Graduation,Married,66373.0,1,1,2013-06-12,57,328.0,9.0,124.0,12.0,24.0,109.0,7,4,2,10,3,0,0,0,0,0,0,3,11,0,2013,6,46,36,383,2,4,606.0,23,0,26.347826086956523,7,0.30434782608695654,Store,Wines,High
6260,1955,Master,Married,82384.0,0,0,2012-11-19,55,984.0,51.0,432.0,120.5,81.0,126.5,1,3,10,13,1,0,0,1,0,0,0,3,11,1,2012,11,69,59,588,0,2,1795.0,27,2,66.48148148148148,4,0.037037037037037035,Store,Wines,High
10383,1966,Graduation,Divorced,70287.0,0,0,2013-04-02,30,295.0,35.0,482.0,120.5,81.0,40.0,1,5,5,10,3,0,0,0,0,0,0,3,11,1,2013,4,58,48,454,0,1,1053.5,21,1,50.166666666666664,8,0.047619047619047616,Store,Meat,High
7437,1988,Graduation,Single,27938.0,1,0,2014-04-28,31,13.0,0.0,8.0,2.0,1.0,5.0,1,1,0,4,3,0,0,0,0,0,0,3,11,0,2014,4,36,26,63,1,2,29.0,6,0,4.833333333333333,4,0.16666666666666666,Store,Wines,Low
8557,1982,Graduation,Single,51381.5,1,0,2013-06-17,57,11.0,3.0,22.0,2.0,2.0,6.0,2,2,0,3,6,0,0,0,0,0,0,3,11,0,2013,6,42,32,378,1,2,46.0,7,0,6.571428571428571,8,0.2857142857142857,Store,Meat,Low
8375,1968,Phd,Married,55954.0,0,1,2014-03-03,63,447.0,0.0,28.0,0.0,0.0,43.0,3,8,2,6,7,0,0,0,0,0,0,3,11,0,2014,3,56,46,119,1,3,518.0,19,0,27.263157894736842,15,0.15789473684210525,Web,Wines,Medium
6853,1982,Master,Single,75777.0,0,0,2013-07-04,12,712.0,26.0,538.0,69.0,13.0,80.0,1,3,6,11,1,0,1,1,0,0,0,3,11,1,2013,7,42,32,361,0,1,1438.0,21,3,68.47619047619048,4,0.047619047619047616,Store,Wines,High
3076,1975,Graduation,Married,66653.0,1,1,2012-09-07,18,452.0,18.0,102.0,16.0,18.0,6.0,4,4,2,12,3,0,0,0,0,0,0,3,11,0,2012,9,49,39,661,2,4,612.0,22,0,27.818181818181817,7,0.18181818181818182,Store,Wines,High
1012,1952,Graduation,Single,61823.0,0,1,2013-02-18,26,523.0,7.0,134.0,37.0,14.0,126.5,4,8,2,10,7,0,0,0,0,0,0,3,11,0,2013,2,72,62,497,1,2,841.5,24,0,35.0625,15,0.16666666666666666,Store,Wines,High
6518,1951,Phd,Widow,67680.0,0,1,2013-06-11,8,546.0,0.0,48.0,0.0,6.0,6.0,1,7,3,8,5,0,0,0,0,0,0,3,11,0,2013,6,73,63,384,1,2,606.0,19,0,31.894736842105264,12,0.05263157894736842,Store,Wines,Medium
4137,1948,Graduation,Married,70666.0,0,0,2013-12-06,29,398.0,40.0,367.0,119.0,81.0,30.0,1,7,4,4,4,0,0,0,0,0,0,3,11,0,2013,12,76,66,206,0,2,1035.0,16,0,64.6875,11,0.0625,Web,Wines,Medium
8082,1971,Graduation,Married,25721.0,1,0,2013-05-21,75,1.0,3.0,6.0,3.0,6.0,15.0,1,1,1,2,7,0,0,0,0,0,0,3,11,1,2013,5,53,43,405,1,3,34.0,5,1,6.8,8,0.2,Store,Gold,Low
1386,1967,Graduation,Married,32474.0,1,1,2014-05-11,0,10.0,0.0,1.0,0.0,0.0,0.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2014,5,57,47,50,2,4,11.0,4,0,2.75,8,0.25,Store,Wines,Low
9369,1979,2N Cycle,Single,88194.0,0,1,2014-03-19,19,688.0,14.0,309.0,120.5,24.0,38.0,1,11,10,10,5,1,0,0,1,0,0,3,11,1,2014,3,45,35,103,1,2,1193.5,32,3,37.296875,16,0.03125,Web,Wines,High
4477,1958,Graduation,Married,69096.0,0,1,2013-09-27,4,247.0,49.0,159.0,7.0,81.0,109.0,1,5,2,10,4,0,0,0,0,0,0,3,11,0,2013,9,66,56,276,1,3,652.0,18,0,36.22222222222222,9,0.05555555555555555,Store,Wines,Medium
1357,1970,Graduation,Married,74854.0,1,2,2013-04-08,90,856.0,59.0,487.0,58.0,29.0,73.0,7,2,5,5,5,0,0,0,0,0,0,3,11,0,2013,4,54,44,448,3,5,1562.0,19,0,82.21052631578948,7,0.3684210526315789,Catalog,Wines,Medium
1402,1954,Master,Married,66991.0,0,0,2012-09-11,1,496.0,36.0,460.0,120.5,60.0,12.0,3,4,8,6,3,0,0,0,0,0,0,3,11,0,2012,9,70,60,657,0,2,1184.5,21,0,56.404761904761905,7,0.14285714285714285,Catalog,Wines,High
10629,1973,2N Cycle,Married,51381.5,1,0,2012-09-14,25,25.0,3.0,43.0,17.0,4.0,17.0,3,3,0,3,8,0,0,0,0,0,0,3,11,0,2012,9,51,41,654,1,3,109.0,9,0,12.11111111111111,11,0.3333333333333333,Web,Meat,Low
6312,1959,Graduation,Married,65031.0,0,1,2013-03-17,29,258.0,81.0,291.0,84.0,37.0,86.0,4,10,3,13,7,0,0,0,0,0,0,3,11,0,2013,3,65,55,470,1,3,837.0,30,0,27.9,17,0.13333333333333333,Store,Meat,High
8132,1975,Phd,Married,60631.0,1,1,2013-04-05,88,565.0,6.0,65.0,0.0,6.0,19.0,5,9,2,8,7,0,1,0,0,0,0,3,11,0,2013,4,49,39,451,2,4,661.0,24,1,27.541666666666668,16,0.20833333333333334,Web,Wines,High
1050,1952,Graduation,Married,28332.0,0,0,2014-04-30,58,14.0,10.0,13.0,4.0,15.0,9.0,1,2,1,4,2,0,0,0,0,0,0,3,11,0,2014,4,72,62,61,0,2,65.0,8,0,8.125,4,0.125,Store,Sweets,Low
5846,1977,Graduation,Divorced,40246.0,1,0,2012-12-19,68,2.0,1.0,6.0,2.0,1.0,1.0,1,1,0,2,6,0,0,0,0,0,0,3,11,0,2012,12,47,37,558,1,2,13.0,4,0,3.25,7,0.25,Store,Meat,Low
1859,1972,Master,Married,75251.0,0,0,2012-08-27,34,721.0,81.0,556.0,97.0,18.0,18.0,1,7,6,5,5,0,0,0,0,0,0,3,11,1,2012,8,52,42,672,0,2,1491.0,19,1,78.47368421052632,12,0.05263157894736842,Web,Wines,Medium
7503,1976,Graduation,Single,75825.0,0,0,2012-10-12,40,1032.0,81.0,556.0,120.5,81.0,51.0,0,5,8,9,4,1,0,0,0,0,0,3,11,1,2012,10,48,38,626,0,1,1921.5,22,2,87.3409090909091,9,0.0,Store,Wines,High
10401,1976,2N Cycle,Married,26326.0,0,0,2013-09-04,12,1.0,0.0,5.0,0.0,3.0,9.0,1,0,0,3,3,0,0,0,0,0,1,3,11,0,2013,9,48,38,299,0,2,18.0,4,0,4.5,3,0.25,Store,Gold,Low
1618,1965,Graduation,Married,56046.0,0,0,2013-01-02,9,577.0,0.0,64.0,0.0,0.0,51.0,2,10,1,8,8,1,0,0,0,0,0,3,11,1,2013,1,59,49,544,0,2,692.0,21,2,32.95238095238095,18,0.09523809523809523,Web,Wines,High
3332,1985,Graduation,Single,29760.0,1,0,2012-08-29,87,64.0,4.0,68.0,7.0,5.0,17.0,4,3,1,4,8,0,0,0,0,0,0,3,11,0,2012,8,39,29,670,1,2,165.0,12,0,13.75,11,0.3333333333333333,Store,Meat,Medium
2261,1969,Graduation,Married,26304.0,1,0,2013-06-23,5,4.0,1.0,5.0,2.0,0.0,4.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2013,6,55,45,372,1,3,16.0,4,0,4.0,8,0.25,Store,Meat,Low
5346,1973,2N Cycle,Married,23559.0,1,0,2013-07-03,87,25.0,5.0,19.0,7.0,0.0,23.0,3,3,0,3,7,0,0,0,0,0,0,3,11,0,2013,7,51,41,362,1,3,79.0,9,0,8.777777777777779,10,0.3333333333333333,Web,Wines,Low
4119,1963,Master,Married,38620.0,0,0,2013-05-11,56,112.0,17.0,44.0,34.0,22.0,89.0,1,2,5,3,3,0,0,0,0,0,0,3,11,0,2013,5,61,51,415,0,2,318.0,11,0,28.90909090909091,5,0.09090909090909091,Catalog,Wines,Medium
535,1987,Graduation,Divorced,81361.0,0,0,2014-02-25,18,163.0,23.0,424.0,27.0,65.0,76.0,1,3,10,13,1,0,0,0,0,0,0,3,11,0,2014,2,37,27,125,0,1,778.0,27,0,28.814814814814813,4,0.037037037037037035,Store,Meat,High
5268,1960,Graduation,Married,29440.0,1,1,2013-08-11,95,17.0,8.0,14.0,10.0,4.0,3.0,2,1,0,4,7,0,0,0,0,0,0,3,11,0,2013,8,64,54,323,2,4,56.0,7,0,8.0,8,0.2857142857142857,Store,Wines,Low
273,1970,Master,Married,36138.0,1,1,2013-07-16,48,130.0,0.0,16.0,0.0,0.0,5.0,5,3,1,4,7,0,1,0,0,0,0,3,11,0,2013,7,54,44,349,2,4,151.0,13,1,11.615384615384615,10,0.38461538461538464,Store,Wines,Medium
4452,1957,Graduation,Single,50388.0,0,1,2014-05-28,3,292.0,6.0,37.0,0.0,3.0,34.0,4,6,1,6,7,0,1,0,1,0,0,3,11,1,2014,5,67,57,33,1,2,372.0,17,3,21.88235294117647,13,0.23529411764705882,Web,Wines,Medium
8504,1973,Graduation,Married,79593.0,0,0,2014-05-12,70,350.0,60.0,556.0,110.0,81.0,126.5,1,5,6,7,2,0,0,1,0,0,0,3,11,0,2014,5,51,41,49,0,2,1283.5,19,1,67.55263157894737,7,0.05263157894736842,Store,Meat,Medium
771,1967,Graduation,Married,54178.0,0,1,2014-01-21,79,135.0,9.0,39.0,4.0,0.0,7.0,1,2,2,5,2,0,0,0,0,0,0,3,11,0,2014,1,57,47,160,1,3,194.0,10,0,19.4,4,0.1,Store,Wines,Medium
8996,1957,Phd,Married,51381.5,2,1,2012-11-19,4,230.0,42.0,192.0,49.0,37.0,53.0,12,7,2,8,9,0,0,0,0,0,0,3,11,0,2012,11,67,57,588,3,5,603.0,29,0,20.79310344827586,16,0.41379310344827586,Store,Wines,High
9235,1957,Graduation,Single,51381.5,1,1,2014-05-27,45,7.0,0.0,8.0,2.0,0.0,1.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2014,5,67,57,34,2,3,18.0,4,0,4.5,8,0.25,Store,Meat,Low
5798,1973,Master,Married,51381.5,0,0,2013-11-23,87,445.0,37.0,359.0,98.0,28.0,18.0,1,2,4,8,1,0,0,0,0,0,0,3,11,0,2013,11,51,41,219,0,2,985.0,15,0,65.66666666666667,3,0.06666666666666667,Store,Wines,Medium
11178,1972,Master,Single,42394.0,1,0,2014-03-23,69,15.0,2.0,10.0,0.0,1.0,4.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0,2014,3,52,42,99,1,2,32.0,5,0,6.4,8,0.2,Store,Wines,Low
2230,1970,Phd,Married,23626.0,1,0,2014-05-24,84,27.0,2.0,14.0,0.0,0.0,0.0,3,3,1,3,5,0,0,0,0,0,0,3,11,0,2014,5,54,44,37,1,3,43.0,10,0,4.3,8,0.3,Web,Wines,Medium
7516,1983,Graduation,Married,30096.0,1,0,2014-05-22,30,5.0,3.0,11.0,12.0,5.0,9.0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,2014,5,41,31,39,1,3,45.0,6,0,7.5,8,0.16666666666666666,Store,Fish,Low
7247,1960,Graduation,Widow,47916.0,0,1,2012-11-22,72,505.0,0.0,26.0,0.0,0.0,75.0,5,7,4,6,6,0,1,0,0,0,0,3,11,0,2012,11,64,54,585,1,2,606.0,22,1,27.545454545454547,13,0.22727272727272727,Web,Wines,High
11100,1972,Graduation,Divorced,51813.0,1,1,2013-04-11,37,51.0,2.0,7.0,0.0,1.0,2.0,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2013,4,52,42,445,2,3,63.0,7,0,9.0,9,0.2857142857142857,Store,Wines,Low
4646,1951,2N Cycle,Married,78497.0,0,0,2013-12-01,44,207.0,26.0,447.0,75.0,0.0,126.5,1,5,7,12,2,0,0,0,1,0,0,3,11,0,2013,12,73,63,211,0,2,881.5,25,1,35.26,7,0.04,Store,Meat,High
